,sector,ticker,name
1503,Technology,ZEN,ZENDESK INC
1504,Healthcare,RCKT,ROCKET    PHARMACEUTICALS         INC
1505,Consumer Cyclical,RACE,FERRARI N V
1506,Industrials,GMS,GMS INC
1507,Consumer Cyclical,BLBD,BLUE BIRD CORP
1508,Technology,SAIC,SCIENCE APPLICATIONS INTL CO
1509,Energy,LPG,DORIAN LPG LTD
1510,Industrials,BHTG,BIOHITECH GLOBAL INC
1511,Communication Services,QUOT,QUOTIENT TECHNOLOGY INC
1512,Healthcare,RWLK,
1513,Industrials,ASC,ARDMORE SHIPPING CORP
1514,Consumer Cyclical,TACO,DEL TACO RESTAURANTS INC NEW
1515,Healthcare,DRNA,DICERNA PHARMACEUTICALS INC
1516,Financial Services,TPVG,TRIPLEPOINT        VENTURE     GROWTH    B
1517,Healthcare,PLXP,PLX PHARMA INC
1518,Utilities,NEP,NEXTERA ENERGY PARTNERS LP
1519,Industrials,USX,U S XPRESS ENTERPRISES INC
1520,Financial Services,STXB,SPIRIT OF TEX BANCSHARES INC
1521,Healthcare,UROV,UROVANT SCIENCES LTD
1522,Financial Services,LEVL,LEVEL ONE BANCORP INC
1523,Technology,MTC,MMTEC INC
1524,Financial Services,AMTBB,
1525,Healthcare,KOD,KODIAK   SCIENCES       INC
1526,Industrials,TDG,TRANSDIGM   GROUP     INC
1527,Industrials,NSP,INSPERITY INC
1528,Healthcare,EVLO,EVELO BIOSCIENCES INC
1529,Consumer Cyclical,MUSA,MURPHY USA INC
1530,Healthcare,PIRS,PIERIS PHARMACEUTICALS INC
1531,Healthcare,AERI,AERIE PHARMACEUTICALS INC
1532,Healthcare,VEEV,VEEVA SYS INC
1533,Consumer Defensive,NGVC,NATURAL GROCERS BY VITAMIN C
1534,Healthcare,GNCA,GENOCEA BIOSCIENCES INC
1535,Communication Services,HMTV,HEMISPHERE MEDIA GROUP INC
1536,Energy,SD,SANDRIDGE ENERGY INC
1537,Consumer Cyclical,TRIP,TRIPADVISOR INC
1538,Healthcare,XBIO,XENETIC BIOSCIENCES INC
1539,Consumer Cyclical,APTV,APTIV PLC
1540,Communication Services,AHC,A H BELO CORP
1541,Technology,RBCN,RUBICON TECHNOLOGY INC
1542,Healthcare,SUPN,SUPERNUS PHARMACEUTICALS INC
1543,Industrials,KNX,KNIGHT SWIFT TRANSN HLDGS IN
1544,Energy,REGI,RENEWABLE ENERGY GROUP INC
1545,Energy,SLCA,U S SILICA HLDGS INC
1546,Financial Services,IROQ,IF BANCORP INC
1547,Communication Services,IRDM,IRIDIUM COMMUNICATIONS INC
1548,Financial Services,OZK,BANK OZK
1549,Healthcare,LPTX,LEAP THERAPEUTICS INC
1550,Consumer Defensive,ELF,E L F BEAUTY INC
1551,Communication Services,CSSE,CHICKEN SOUP FOR THE SOUL EN
1552,Financial Services,ICCH,ICC HLDGS INC
1553,Consumer Defensive,SMPL,SIMPLY     GOOD  FOODS     CO
1554,Industrials,SMHI,SEACOR        MARINE     HLDGS     INC
1555,Basic Materials,METC,RAMACO RES INC
1556,Energy,HES,HESS   CORP
1557,Utilities,FE,FIRSTENERGY    CORP
1558,Financial Services,WU,WESTERN UN CO
1559,Technology,HCKT,HACKETT GROUP INC
1560,Technology,CTSH,COGNIZANT       TECHNOLOGY        SOLUTIO
1561,Financial Services,BHLB,BERKSHIRE HILLS BANCORP INC
1562,Industrials,ICFI,ICF   INTL   INC
1563,Industrials,ISSC,INNOVATIVE SOLUTIONS & SUPPO
1564,Healthcare,CRL,CHARLES RIV LABS INTL INC
1565,Real Estate,NTP,NAM TAI PPTY INC
1566,Industrials,NNBR,NN INC
1567,Financial Services,SASR,SANDY SPRING BANCORP INC
1568,Financial Services,NTRS,NORTHERN   TR   CORP
1569,Consumer Cyclical,TJX,TJX COS INC NEW
1570,Technology,EGOV,NIC INC
1571,Technology,IRBT,IROBOT   CORP
1572,Industrials,SPXC,SPX CORP
1573,Industrials,PAYS,PAYSIGN INC
1574,Financial Services,OPBK,OP BANCORP
1575,Consumer Cyclical,SKY,SKYLINE CHAMPION CORPORATION
1576,Financial Services,PACW,PACWEST   BANCORP     DEL
1577,Communication Services,MCS,MARCUS   CORP       DEL
1578,Healthcare,IBIO,IBIO      INC
1579,Industrials,ALGT,ALLEGIANT     TRAVEL   CO
1580,Industrials,ULH,UNIVERSAL LOGISTICS HLDGS IN
1581,Technology,CYRN,CYREN LTD
1582,Consumer Cyclical,ICON,ICONIX BRAND GROUP INC
1583,Consumer Defensive,GHC,GRAHAM HLDGS CO
1584,Financial Services,HBMD,HOWARD BANCORP INC
1585,Industrials,AMSC,AMERICAN SUPERCONDUCTOR CORP
1586,Technology,IPGP,IPG PHOTONICS CORP
1587,Healthcare,LH,LABORATORY CORP AMER HLDGS
1588,Communication Services,CBB,CINCINNATI BELL INC NEW
1589,Financial Services,PLBC,PLUMAS BANCORP
1590,Communication Services,TU,TELUS CORPORATION
1591,Healthcare,OMER,OMEROS     CORP
1592,Utilities,MGEE,MGE ENERGY INC
1593,Financial Services,QCRH,QCR HOLDINGS INC
1594,Utilities,UTL,UNITIL CORP
1595,Industrials,AAXN,AXON ENTERPRISE INC
1596,Consumer Defensive,VFF,VILLAGE  FARMS     INTL     INC
1597,Communication Services,FLNT,FLUENT INC
1598,Financial Services,SSBI,SUMMIT ST BK SANTA ROSA CALI
1599,Financial Services,FCCY,1ST CONSTITUTION BANCORP
1600,Consumer Defensive,LWAY,LIFEWAY FOODS INC
1601,Consumer Cyclical,GNTX,GENTEX CORP
1602,Healthcare,ZBH,ZIMMER BIOMET HOLDINGS INC
1603,Industrials,GASS,STEALTHGAS INC
1604,Consumer Cyclical,BBW,BUILD A BEAR WORKSHOP
1605,Technology,CGNX,COGNEX CORP
1606,Consumer Cyclical,PAG,PENSKE   AUTOMOTIVE       GRP     INC
1607,Industrials,KMT,KENNAMETAL INC
1608,Technology,KLIC,KULICKE & SOFFA INDS INC
1609,Technology,TDY,TELEDYNE TECHNOLOGIES INC
1610,Technology,PEGA,PEGASYSTEMS       INC
1611,Healthcare,MRK,MERCK & CO. INC
1612,Energy,IO,ION GEOPHYSICAL CORP
1613,Financial Services,LSBK,LAKE SHORE BANCORP INC
1614,Industrials,EXPO,EXPONENT INC
1615,Healthcare,CAPR,CAPRICOR THERAPEUTICS INC
1616,Communication Services,WWE,WORLD WRESTLING ENTMT INC
1617,Healthcare,BRKR,BRUKER CORP
1618,Communication Services,CNK,CINEMARK HLDGS INC
1619,Healthcare,INFU,INFUSYSTEM HLDGS INC
1620,Industrials,CVR,CHICAGO RIVET & MACH CO
1621,Industrials,CSL,CARLISLE COS INC
1622,Technology,MSTR,MICROSTRATEGY INC
1623,Consumer Cyclical,CROX,CROCS INC
1624,Basic Materials,HWKN,HAWKINS INC
1625,Industrials,MAGS,MAGAL SECURITY SYS LTD
1626,Financial Services,PTVCA,PROTECTIVE INS CORP
1627,Financial Services,FXNC,FIRST  NATL   CORP
1628,Financial Services,GS,GOLDMAN SACHS GROUP INC
1629,Industrials,RGR,STURM RUGER & CO INC
1630,Financial Services,C,CITIGROUP INC
1631,Consumer Cyclical,LCUT,LIFETIME BRANDS INC
1632,Basic Materials,GPL,GREAT PANTHER MNG LTD
1633,Technology,BL,BLACKLINE INC
1634,Industrials,FRTA,FORTERRA INC
1635,Healthcare,SLGL,SOL GEL TECHNOLOGIES
1636,Consumer Cyclical,DESP,DESPEGAR COM CORP
1637,Technology,APPN,APPIAN   CORP
1638,Financial Services,PFSI,PENNYMAC FINL SVCS INC NEW
1639,Consumer Defensive,BRBR,BELLRING BRANDS INC
1640,Healthcare,ARQT,ARCUTIS   BIOTHERAPEUTICS    INC
1641,Real Estate,FPH,FIVE POINT HOLDINGS LLC
1642,Energy,NEX,NEXTIER OILFIELD SOLUTIONS
1643,Technology,NLOK,NORTONLIFELOCK INC
1644,Financial Services,AMHC,
1645,Basic Materials,GURE,GULF RES INC
1646,Financial Services,FHI,FEDERATED HERMES INC
1647,Technology,INPX,INPIXON
1648,Technology,ISNS,IMAGE SENSING SYS INC
1649,Healthcare,IDXG,INTERPACE BIOSCIENCES INC
1650,Consumer Cyclical,CVNA,CARVANA    CO
1651,Consumer Cyclical,GOOS,CANADA   GOOSE    HLDGS     INC
1652,Basic Materials,DD,DUPONT DE NEMOURS INC
1653,Financial Services,LYL,
1654,Consumer Defensive,DTEA,DAVIDSTEA INC
1655,Healthcare,NVCN,NEOVASC INC
1656,Healthcare,VYGR,VOYAGER THERAPEUTICS INC
1657,Healthcare,CLSD,CLEARSIDE BIOMEDICAL INC
1658,Utilities,CWEN,CLEARWAY ENERGY INC
1659,Healthcare,TRHC,TABULA RASA HEALTHCARE INC
1660,Technology,ZDGE,ZEDGE INC
1661,Healthcare,OTLK,OUTLOOK THERAPEUTICS INC
1662,Industrials,OPTT,OCEAN PWR TECHNOLOGIES INC
1663,Consumer Defensive,EL,LAUDER ESTEE COS INC
1664,Communication Services,ATNI,ATN INTL INC
1665,Industrials,KAMN,KAMAN   CORP
1666,Healthcare,RMTI,ROCKWELL MED INC
1667,Financial Services,TBBK,BANCORP INC DEL
1668,Industrials,SNA,SNAP ON INC
1669,Consumer Defensive,RIBT,RICEBRAN TECHNOLOGIES
1670,Technology,DMRC,DIGIMARC CORP NEW
1671,Communication Services,SHEN,SHENANDOAH TELECOMMUNICATION
1672,Utilities,SJW,SJW GROUP
1673,Industrials,MSA,MSA SAFETY INC
1674,Industrials,NOC,NORTHROP GRUMMAN CORP
1675,Healthcare,BCLI,BRAINSTORM CELL THERAPEUTICS
1676,Consumer Defensive,LINC,LINCOLN EDL SVCS CORP
1677,Energy,DRQ,DRIL QUIP INC
1678,Consumer Defensive,TR,TOOTSIE ROLL INDS INC
1679,Industrials,TAYD,TAYLOR DEVICES INC
1680,Financial Services,NYCB,NEW YORK CMNTY BANCORP INC
1681,Industrials,TKR,TIMKEN CO
1682,Technology,PLT,PLANTRONICS INC NEW
1683,Consumer Cyclical,DHI,D R HORTON INC
1684,Industrials,BCO,BRINKS CO
1685,Financial Services,ADS,ALLIANCE DATA SYSTEMS CORP
1686,Consumer Cyclical,MAR,MARRIOTT INTL INC NEW
1687,Technology,CSPI,CSP INC
1688,Technology,CVLT,COMMVAULT SYSTEMS INC
1689,Utilities,ED,CONSOLIDATED EDISON INC
1690,Financial Services,HOPE,HOPE BANCORP INC
1691,Financial Services,FITB,FIFTH     THIRD  BANCORP
1692,Healthcare,NEPT,NEPTUNE WELLNESS SOLUTIONS I
1693,Healthcare,BIO,BIO RAD LABS INC
1694,Utilities,HE,HAWAIIAN ELEC INDUSTRIES
1695,Financial Services,UCBI,UNITED CMNTY BKS BLAIRSVLE G
1696,Technology,MICT,MICT INC
1697,Basic Materials,FCX,FREEPORT-MCMORAN INC
1698,Industrials,FDX,FEDEX CORP
1699,Consumer Defensive,UTI,UNIVERSAL TECHNICAL INST INC
1700,Financial Services,PZN,PZENA INVESTMENT MGMT INC
1701,Healthcare,AUPH,AURINIA PHARMACEUTICALS INC
1702,Financial Services,BEN,FRANKLIN RESOURCES INC
1703,Financial Services,ASRV,AMERISERV FINL INC
1704,Communication Services,MSGN,MSG NETWORK INC
1705,Healthcare,CSBR,CHAMPIONS ONCOLOGY INC
1706,Industrials,CIR,CIRCOR   INTL     INC
1707,Financial Services,ARCC,ARES   CAPITAL    CORP
1708,Consumer Defensive,THS,TREEHOUSE FOODS INC
1709,Financial Services,UNM,UNUM GROUP
1710,Industrials,GFN,GENERAL FIN CORP DEL
1711,Financial Services,BRO,BROWN & BROWN INC
1712,Industrials,WM,WASTE MGMT INC DEL
1713,Basic Materials,SSRM,SSR MNG INC
1714,Financial Services,LPLA,LPL     FINL     HLDGS  INC
1715,Financial Services,AMP,AMERIPRISE    FINL  INC
1716,Financial Services,BANR,BANNER     CORP
1717,Industrials,NSC,NORFOLK SOUTHN CORP
1718,Energy,OXY,OCCIDENTAL     PETE  CORP
1719,Technology,PLXS,PLEXUS CORP
1720,Industrials,JBLU,JETBLUE    AWYS      CORP
1721,Technology,MITK,MITEK SYS INC
1722,Consumer Defensive,SAFM,SANDERSON FARMS INC
1723,Technology,NEON,NEONODE INC
1724,Communication Services,QNST,QUINSTREET INC
1725,Communication Services,GTT,GTT  COMMUNICATIONS             INC
1726,Consumer Cyclical,MGM,MGM   RESORTS     INTERNATIONAL
1727,Industrials,RFIL,RF INDS LTD
1728,Healthcare,ORGS,ORGENESIS INC
1729,Financial Services,PNNT,PENNANTPARK INVT CORP
1730,Basic Materials,MERC,MERCER INTL INC
1731,Technology,BB,BLACKBERRY LTD
1732,Consumer Cyclical,BLMN,BLOOMIN BRANDS INC
1733,Consumer Cyclical,FIVE,FIVE   BELOW   INC
1734,Industrials,PANL,PANGAEA   LOGISTICS       SOLUTION   L
1735,Industrials,IEA,INFRA AND ENERGY ALTRNTIVE I
1736,Consumer Cyclical,YETI,YETI HLDGS INC
1737,Consumer Defensive,DOGZ,DOGNESS INTERNATIONAL CORP
1738,Technology,DDOG,DATADOG INC
1739,Communication Services,SRAX,SRAX INC
1740,Industrials,VOLT,VOLT INFORMATION SCIENCES IN
1741,Industrials,JAN,JANONE INC
1742,Healthcare,TXG,10X GENOMICS INC
1743,Industrials,HQI,HIREQUEST     INC
1744,Healthcare,AEZS,
1745,Basic Materials,AMRS,AMYRIS   INC
1746,Communication Services,LTRPA,LIBERTY TRIPADVISOR HLDGS IN
1747,Energy,OSG,OVERSEAS SHIPHOLDING GROUP I
1748,Consumer Defensive,TANH,TANTECH HLDGS LTD
1749,Healthcare,NERV,MINERVA NEUROSCIENCES INC
1750,Technology,UPLD,UPLAND SOFTWARE INC
1751,Healthcare,MIRM,MIRUM   PHARMACEUTICALS         INC
1752,Technology,TENB,TENABLE HLDGS INC
1753,Financial Services,ICMB,INVESTCORP    CR  MGMT  BDC  INC
1754,Technology,CRNC,CERENCE INC
1755,Healthcare,ABEO,ABEONA THERAPEUTICS INC
1756,Industrials,WHLM,WILHELMINA INTL INC
1757,Healthcare,CTXR,
1758,Healthcare,WAT,WATERS CORP
1759,Technology,CTXS,CITRIX SYS INC
1760,Industrials,THR,THERMON GROUP HLDGS INC
1761,Financial Services,AMAL,AMALGAMATED BK NEW YORK N Y
1762,Healthcare,CLVS,CLOVIS     ONCOLOGY    INC
1763,Communication Services,GCI,GANNETT     CO  INC
1764,Financial Services,PFHD,PROFESSIONAL    HLDG    CORP
1765,Healthcare,RVMD,REVOLUTION MEDICINES INC
1766,Utilities,KEN,
1767,Basic Materials,ASIX,ADVANSIX INC
1768,Technology,IMXI,INTERNATIONAL MNY EXPRESS IN
1769,Technology,SGH,SMART GLOBAL HLDGS INC
1770,Communication Services,CDLX,CARDLYTICS    INC
1771,Healthcare,LOGC,LOGICBIO     THERAPEUTICS       INC
1772,Healthcare,SOLY,SOLITON INC
1773,Technology,IIIV,I3 VERTICALS INC
1774,Technology,LYFT,LYFT INC
1775,Healthcare,STE,STERIS PLC
1776,Financial Services,BCOW,1895   BANCORP     OF  WIS   INC
1777,Healthcare,GOSS,GOSSAMER BIO INC
1778,Industrials,AFI,ARMSTRONG FLOORING INC
1779,Industrials,WBT,WELBILT INC
1780,Consumer Defensive,PFGC,PERFORMANCE     FOOD     GROUP    CO
1781,Healthcare,CERC,CERECOR INC
1782,Healthcare,CHMA,CHIASMA INC
1783,Technology,ATOM,ATOMERA INC
1784,Healthcare,BHVN,BIOHAVEN    PHARMACTL   HLDG   CO  L
1785,Communication Services,ATUS,ALTICE USA INC
1786,Consumer Defensive,CLXT,CALYXT INC
1787,Basic Materials,VNTR,VENATOR MATLS PLC
1788,Technology,MDB,MONGODB     INC
1789,Communication Services,SSTK,SHUTTERSTOCK INC
1790,Consumer Cyclical,FRGI,FIESTA RESTAURANT GROUP INC
1791,Industrials,KRNT,KORNIT      DIGITAL    LTD
1792,Healthcare,COLL,COLLEGIUM PHARMACEUTICAL INC
1793,Healthcare,TDOC,TELADOC HEALTH INC
1794,Financial Services,DFIN,DONNELLEY     FINL     SOLUTIONS     INC
1795,Industrials,ATKR,ATKORE INTL GROUP INC
1796,Financial Services,RMBI,RICHMOND MUT BANCORPORATION
1797,Technology,LASR,NLIGHT INC
1798,Healthcare,MGTX,MEIRAGTX HLDGS PLC
1799,Healthcare,BNGO,BIONANO GENOMICS INC
1800,Healthcare,ALNA,ALLENA PHARMACEUTICALS INC
1801,Real Estate,NMRK,NEWMARK GROUP INC
1802,Consumer Cyclical,CPS,COOPER   STD   HLDGS     INC
1803,Communication Services,RDCM,RADCOM LTD
1804,Financial Services,GROW,U S GLOBAL INVS INC
1805,Industrials,ATRO,ASTRONICS CORP
1806,Industrials,FIX,COMFORT SYS USA INC
1807,Financial Services,WASH,WASHINGTON TR BANCORP
1808,Consumer Cyclical,ALSN,ALLISON TRANSMISSION HLDGS I
1809,Financial Services,SUNS,SOLAR SR CAP LTD
1810,Healthcare,HALO,HALOZYME THERAPEUTICS INC
1811,Healthcare,PODD,INSULET CORP
1812,Industrials,AVY,AVERY   DENNISON    CORP
1813,Consumer Defensive,ACU,ACME UTD CORP
1814,Consumer Cyclical,SRI,STONERIDGE INC
1815,Technology,CACI,CACI INTL INC
1816,Industrials,MTW,MANITOWOC CO INC
1817,Consumer Cyclical,SYPR,SYPRIS SOLUTIONS INC
1818,Consumer Cyclical,VAC,MARRIOTT VACTINS WORLDWID CO
1819,Consumer Cyclical,CPRI,CAPRI HOLDINGS LIMITED
1820,Technology,PANW,PALO ALTO NETWORKS INC
1821,Consumer Cyclical,KBSF,KBS FASHION GROUP LTD
1822,Financial Services,FSBW,FS BANCORP INC
1823,Healthcare,CDTX,CIDARA THERAPEUTICS INC
1824,Financial Services,ARES,ARES   MANAGEMENT   CORPORATION
1825,Healthcare,PRQR,PROQR THRAPEUTICS N V
1826,Healthcare,XENT,INTERSECT ENT INC
1827,Basic Materials,AXTA,AXALTA COATING SYS LTD
1828,Financial Services,AMRK,A-MARK PRECIOUS METALS INC
1829,Technology,BOXL,BOXLIGHT CORP
1830,Industrials,PXS,PYXIS TANKERS INC
1831,Technology,FTV,FORTIVE CORP
1832,Industrials,PGTI,PGT INNOVATIONS INC
1833,Consumer Cyclical,DDS,DILLARDS    INC
1834,Technology,PRFT,PERFICIENT     INC
1835,Industrials,JCI,JOHNSON CTLS INTL PLC
1836,Communication Services,RNWK,REALNETWORKS INC
1837,Consumer Defensive,IPAR,INTER PARFUMS INC
1838,Technology,EVOL,EVOLVING SYS INC
1839,Financial Services,PROV,PROVIDENT FINL HLDGS INC
1840,Technology,CRWD,CROWDSTRIKE HLDGS INC
1841,Healthcare,XOMA,XOMA CORP DEL
1842,Basic Materials,STLD,STEEL DYNAMICS INC
1843,Consumer Cyclical,SEE,SEALED AIR CORP NEW
1844,Industrials,FORR,FORRESTER RESH INC
1845,Industrials,PFSW,PFSWEB INC
1846,Energy,EOG,EOG RES INC
1847,Technology,FFIV,F5 NETWORKS INC
1848,Healthcare,MGLN,MAGELLAN HEALTH INC
1849,Industrials,VRSK,VERISK ANALYTICS INC
1850,Healthcare,SRPT,SAREPTA THERAPEUTICS INC
1851,Technology,FTNT,FORTINET INC
1852,Consumer Cyclical,MTN,VAIL    RESORTS     INC
1853,Financial Services,FMNB,FARMERS NATIONAL BANC CORP
1854,Financial Services,RNR,RENAISSANCERE HLDGS LTD
1855,Consumer Cyclical,CULP,CULP INC
1856,Financial Services,CNA,CNA FINL CORP
1857,Consumer Defensive,GIS,GENERAL MLS INC
1858,Industrials,ROCK,GIBRALTAR INDS INC
1859,Consumer Cyclical,GPC,GENUINE PARTS CO
1860,Financial Services,BKCC,BLACKROCK  CAP   INVT    CORP
1861,Basic Materials,FMC,F M C CORP
1862,Healthcare,ISRG,INTUITIVE SURGICAL INC
1863,Financial Services,FNB,F N B CORP
1864,Technology,BRKS,BROOKS AUTOMATION INC NEW
1865,Communication Services,CMCSA,COMCAST   CORP  NEW
1866,Technology,EMAN,EMAGIN CORP
1867,Healthcare,PMD,PSYCHEMEDICS CORP
1868,Consumer Defensive,CYAN,CYANOTECH CORP
1869,Technology,CTS,CTS CORP
1870,Industrials,DCI,DONALDSON INC
1871,Financial Services,ARGO,ARGO GROUP INTL HLDGS LTD
1872,Consumer Defensive,HELE,HELEN OF TROY LTD
1873,Basic Materials,SCHN,SCHNITZER STL INDS
1874,Technology,BNSO,BONSO ELECTRS INTL INC
1875,Consumer Cyclical,URBN,URBAN   OUTFITTERS   INC
1876,Industrials,GE,GENERAL ELECTRIC CO
1877,Financial Services,PKBK,PARKE BANCORP INC
1878,Industrials,KFY,KORN FERRY
1879,Technology,ESE,ESCO TECHNOLOGIES INC
1880,Healthcare,ICUI,ICU MED INC
1881,Industrials,ODFL,OLD DOMINION FREIGHT LINE IN
1882,Communication Services,YVR,
1883,Healthcare,LJPC,LA JOLLA PHARMACEUTICAL CO
1884,Technology,CPAH,COUNTERPATH CORP
1885,Consumer Cyclical,ETH,ETHAN ALLEN INTERIORS INC
1886,Consumer Cyclical,PKG,PACKAGING CORP AMER
1887,Financial Services,SLM,SLM CORP
1888,Financial Services,MET,METLIFE     INC
1889,Financial Services,WTBA,WEST BANCORPORATION INC
1890,Industrials,PWR,QUANTA SVCS INC
1891,Communication Services,LORL,LORAL SPACE & COMMUNICATNS I
1892,Healthcare,OGEN,ORAGENICS INC
1893,Technology,BR,BROADRIDGE FINL SOLUTIONS IN
1894,Technology,TRT,TRIO TECH INTL
1895,Consumer Cyclical,MOD,MODINE MFG CO
1896,Technology,VIAV,VIAVI SOLUTIONS INC
1897,Industrials,MRTN,MARTEN TRANS LTD
1898,Financial Services,SPFI,SOUTH   PLAINS  FINANCIAL       INC
1899,Consumer Defensive,JVA,COFFEE HLDG CO INC
1900,Financial Services,WSBC,WESBANCO INC
1901,Consumer Defensive,GO,GROCERY OUTLET HLDG CORP
1902,Consumer Cyclical,WWW,WOLVERINE    WORLD    WIDE   INC
1903,Industrials,TPC,TUTOR PERINI CORP
1904,Basic Materials,PPG,PPG INDS INC
1905,Technology,HLIT,HARMONIC   INC
1906,Healthcare,LHCG,LHC   GROUP   INC
1907,Healthcare,HSIC,HENRY SCHEIN INC
1908,Financial Services,SBNY,SIGNATURE BK NEW YORK N Y
1909,Energy,MCF,CONTANGO OIL & GAS CO
1910,Basic Materials,XPL,SOLITARIO ZINC CORP
1911,Consumer Defensive,REED,REEDS INC
1912,Financial Services,SLRC,SOLAR CAP LTD
1913,Financial Services,EBSB,MERIDIAN BANCORP INC MD
1914,Healthcare,EVGN,EVOGENE LTD
1915,Financial Services,PBIP,PRUDENTIAL BANCORP INC NEW
1916,Energy,ERF,ENERPLUS CORP
1917,Healthcare,MASI,MASIMO CORP
1918,Financial Services,SNFCA,SECURITY NATL FINL CORP
1919,Financial Services,ESXB,COMMUNITY BANKERS TR CORP
1920,Financial Services,NBN,NORTHEAST BK LEWISTON ME
1921,Consumer Cyclical,RCL,ROYAL CARIBBEAN GROUP
1922,Consumer Cyclical,SNBR,SLEEP NUMBER CORP
1923,Healthcare,SYK,STRYKER CORPORATION
1924,Technology,MANT,MANTECH INTL CORP
1925,Real Estate,STRS,STRATUS PPTYS INC
1926,Healthcare,LXRX,LEXICON PHARMACEUTICALS INC
1927,Financial Services,PBHC,PATHFINDER BANCORP INC MD
1928,Healthcare,ARWR,ARROWHEAD     PHARMACEUTICALS     IN
1929,Financial Services,CZNC,CITIZENS & NORTHN CORP
1930,Technology,IDEX,IDEANOMICS    INC
1931,Financial Services,BPFH,BOSTON PRIVATE FINL HLDGS IN
1932,Healthcare,ONCY,ONCOLYTICS BIOTECH INC
1933,Technology,CAMT,CAMTEK LTD
1934,Healthcare,MDRX,ALLSCRIPTS     HEALTHCARE     SOLUTN
1935,Healthcare,CPHI,CHINA PHARMA HLDGS INC
1936,Energy,CZZ,COSAN LTD
1937,Technology,COMM,COMMSCOPE HLDG CO INC
1938,Healthcare,IRMD,IRADIMED CORP
1939,Financial Services,NCBS,NICOLET BANKSHARES INC
1940,Utilities,SPKE,SPARK ENERGY INC
1941,Consumer Cyclical,SPWH,SPORTSMANS WHSE HLDGS INC
1942,Healthcare,TNDM,TANDEM DIABETES CARE INC
1943,Consumer Cyclical,LIND,LINDBLAD EXPEDITIONS HLDGS I
1944,Healthcare,AVGR,AVINGER  INC
1945,Financial Services,JRVR,JAMES RIV GROUP LTD
1946,Healthcare,AMPH,AMPHASTAR PHARMACEUTICALS IN
1947,Industrials,VRTV,VERITIV CORP
1948,Energy,CEIX,CONSOL ENERGY INC DISC COML
1949,Consumer Cyclical,SGMS,SCIENTIFIC      GAMES   CORP
1950,Technology,SMAR,SMARTSHEET INC
1951,Healthcare,NDRA,ENDRA LIFE SCIENCES INC
1952,Industrials,POLA,
1953,Consumer Defensive,AQB,AQUABOUNTY TECHNOLOGIES INC
1954,Technology,VVPR,VIVOPOWER INTERNATIONAL PLC
1955,Technology,DOCU,DOCUSIGN INC
1956,Industrials,GRIN,
1957,Technology,ALOT,ASTRONOVA INC
1958,Consumer Cyclical,GPI,GROUP  1  AUTOMOTIVE     INC
1959,Consumer Cyclical,EVK,EVER GLORY INTL GRP INC
1960,Financial Services,COF,CAPITAL   ONE     FINL  CORP
1961,Healthcare,CHNG,CHANGE   HEALTHCARE       INC
1962,Healthcare,ARCT,ARCTURUS THERAPEUTICS HLDGS
1963,Financial Services,MNSB,MAINSTREET BANCSHARES INC
1964,Financial Services,CNS,COHEN   &   STEERS    INC
1965,Financial Services,MFNC,MACKINAC FINL CORP
1966,Industrials,WWD,WOODWARD INC
1967,Consumer Cyclical,BDL,FLANIGANS ENTERPRISES INC
1968,Healthcare,ETTX,ENTASIS THERAPEUTICS HLDGS I
1969,Consumer Cyclical,LEGH,LEGACY   HOUSING    CORP
1970,Industrials,GGG,GRACO INC
1971,Energy,TK,TEEKAY CORPORATION
1972,Industrials,CYD,CHINA YUCHAI INTL LTD
1973,Industrials,KFRC,KFORCE INC
1974,Financial Services,HOMB,HOME   BANCSHARES       INC
1975,Energy,GLNG,GOLAR     LNG     LTD
1976,Energy,CVX,CHEVRON CORP NEW
1977,Healthcare,AVXL,ANAVEX LIFE SCIENCES CORP
1978,Communication Services,DISCB,
1979,Industrials,ASTC,ASTROTECH CORP
1980,Financial Services,FSFG,FIRST SAVINGS FINL GROUP INC
1981,Financial Services,HIG,HARTFORD FINL SVCS GROUP INC
1982,Industrials,LUV,SOUTHWEST AIRLS CO
1983,Healthcare,IIN,INTRICON CORP
1984,Energy,PDCE,PDC     ENERGY     INC
1985,Technology,VMW,VMWARE INC
1986,Technology,VRNT,VERINT   SYS  INC
1987,Real Estate,OBAS,
1988,Healthcare,IART,INTEGRA LIFESCIENCES HLDGS C
1989,Healthcare,AHPI,ALLIED HEALTHCARE PRODS INC
1990,Basic Materials,WLK,WESTLAKE CHEM CORP
1991,Technology,CDNS,CADENCE DESIGN SYSTEM INC
1992,Technology,GRMN,GARMIN LTD
1993,Healthcare,ANIP,ANI PHARMACEUTICALS INC
1994,Financial Services,WETF,WISDOMTREE INVTS INC
1995,Consumer Cyclical,LCII,LCI INDS
1996,Consumer Cyclical,SBH,SALLY BEAUTY HLDGS INC
1997,Energy,CRK,COMSTOCK RES INC
1998,Consumer Defensive,PEP,PEPSICO INC
1999,Communication Services,MTSL,MER TELEMANAGEMENT SOLUTIONS
2000,Industrials,ROP,ROPER TECHNOLOGIES INC
2001,Consumer Defensive,CORE,CORE MARK HOLDING CO INC
2002,Consumer Defensive,IMKTA,INGLES MKTS INC
2003,Industrials,WOR,WORTHINGTON INDS INC
2004,Healthcare,OPRX,OPTIMIZERX CORP
2005,Financial Services,GLBZ,GLEN BURNIE BANCORP
2006,Industrials,TRC,TEJON RANCH CO
